SubjID,gender,age,education,fam.income,location,sub.topic,topic,perception
B20170805A1020,1,43,6,6,Yancheng,bad weather,weather,3
B20170805A1026,0,41,3,3,Yancheng,hurricane,disaster,2
B20170805A1035,0,43,4,2,Yancheng,hurricane,disaster,1
B20170805A1044,0,64,4,3,Yancheng,anomaly,temperature,1
B20170805A1045,0,36,4,4,Yancheng,disease,health,3
A120170806A0704,0,35,4,4,Yancheng,bad weather,weather,2
A120170806A0705,1,21,6,4,Yancheng,hail,disaster,3
A120170806A0706,1,32,4,3,Yancheng,hurricane,disaster,3
A120170806A0707,1,39,3,3,Yancheng,hurricane,disaster,3
A120170806A0708,0,52,4,4,Yancheng,hurricane,disaster,1
A120170806A0709,1,65,3,3,Yancheng,cold,temperature,1
A120170806A0710,1,40,3,4,Yancheng,flood,disaster,3
A120170806A0711,0,20,5,3,Yancheng,hot,temperature,1
A120170806A0712,0,41,3,3,Yancheng,bad weather,weather,1
A120170806A0713,1,31,3,2,Yancheng,bad weather,weather,0
A120170806A0714,0,29,4,3,Yancheng,hurricane,disaster,3
A120170806A0716,1,60,3,2,Yancheng,bad weather,weather,3
A120170806A0718,1,77,2,3,Yancheng,hot,temperature,2
A120170806A0719,1,75,2,3,Yancheng,physical discomfort,health,3
A120170806A0720,1,61,2,4,Yancheng,hot,temperature,3
A120170806A0721,0,45,3,6,Yancheng,bad weather,weather,1
A120170806A0901,1,36,4,4,Yancheng,hot,temperature,3
A120170806A0903,0,35,4,4,Yancheng,hot,temperature,3
A120170806A0904,1,61,2,5,Yancheng,bad weather,weather,2
A120170806A0933,0,34,2,3,Yancheng,hurricane,disaster,2
A120170805P0401,1,65,4,4,Yancheng,bad weather,weather,0
A120170805P0402,1,42,7,4,Yancheng,hurricane,disaster,3
A120170805P0404,0,76,5,3,Yancheng,air pollution,pollution,3
A120170805P0405,0,30,7,3,Yancheng,hot,temperature,2
A120170805P0406,1,53,3,3,Yancheng,bad weather,weather,2
A120170805P0407,0,32,7,4,Yancheng,global warming,scienific terms,3
A120170805P0408,0,59,4,4,Yancheng,bad weather,weather,2
A120170805P0410,0,70,3,3,Yancheng,unhapiness,health,3
A120170805P0412,0,51,3,3,Yancheng,bad weather,weather,1
A220170805P0401,0,41,3,3,Yancheng,bad weather,weather,1
A220170805P0455,0,41,4,4,Yancheng,hot,temperature,0
A220170805P0510,0,36,3,4,Yancheng,hot,temperature,0
A220170805P0541,1,55,7,4,Yancheng,bad weather,weather,3
A220170805P0553,1,36,6,3,Yancheng,reduce emission,mitigation,2
A220170805P0554,0,57,6,3,Yancheng,hurricane,disaster,1
A220170805P0555,0,35,7,2,Yancheng,disease,health,3
A220170805P0602,1,60,4,4,Yancheng,air pollution,pollution,2
A220170805P0603,0,36,4,3,Yancheng,season,weather,3
A220170805P0605,0,36,4,3,Yancheng,hurricane,disaster,3
A220170805P0607,1,38,6,4,Yancheng,hot,temperature,3
HZ-20190827-01-01-01,1,23,7,4,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-01-02,1,18,7,4,Hangzhou,green house effect,scienific terms,3
HZ-20190827-01-01-03,1,42,7,7,Hangzhou,hot,temperature,3
HZ-20190828-01-01-05,0,22,3,3,Hangzhou,capricious,temperature,1
HZ-20190828-01-01-06,1,28,7,5,Hangzhou,hot,temperature,3
HZ-20190828-01-01-07,1,32,7,6,Hangzhou,hot,temperature,3
HZ-20190828-01-01-08,0,19,7,5,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-01-09,1,40,3,4,Hangzhou,hot,temperature,1
HZ-20190828-01-01-10,0,38,5,4,Hangzhou,hot,temperature,3
HZ-20190828-01-01-11,0,38,7,7,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-01-12,1,19,7,6,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-01-13,1,27,6,4,Hangzhou,bad weather,weather,3
HZ-20190828-01-01-14,0,24,7,4,Hangzhou,hot,temperature,2
HZ-20190828-01-01-15,0,45,4,6,Hangzhou,hot,temperature,3
HZ-20190828-01-01-16,1,45,8,7,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-02-01,0,30,6,5,Hangzhou,nice weather,weather,2
HZ-20190827-01-02-02,0,28,6,8,Hangzhou,disease,health,3
HZ-20190827-01-02-03,1,34,6,6,Hangzhou,hot,temperature,0
HZ-20190827-01-02-04,0,25,8,4,Hangzhou,nice weather,weather,3
HZ-20190828-01-02-05,1,40,7,5,Hangzhou,proverb,weather,3
HZ-20190828-01-02-06,0,24,8,6,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-02-07,1,32,8,5,Hangzhou,hot,temperature,3
HZ-20190828-01-02-08,1,19,7,6,Hangzhou,hot,temperature,2
HZ-20190828-01-02-09,1,24,6,4,Hangzhou,bad weather,weather,3
HZ-20190828-01-02-10,1,45,7,5,Hangzhou,hot,temperature,0
HZ-20190828-01-02-11,0,36,7,5,Hangzhou,capricious,temperature,3
HZ-20190828-01-02-12,0,36,7,5,Hangzhou,anomaly,temperature,3
HZ-20190828-01-02-13,0,35,6,4,Hangzhou,GHG/CO2 emission,cause,3
HZ-20190828-01-02-14,1,44,6,3,Hangzhou,El Nino/ozone hole,scienific terms,2
HZ-20190828-01-02-15,1,37,4,5,Hangzhou,El Nino/ozone hole,scienific terms,2
HZ-20190828-01-02-16,0,46,7,7,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-02-17,1,46,4,4,Hangzhou,global warming,scienific terms,2
HZ-20190828-01-02-18,1,20,7,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_01_03_01,0,23,6,5,Hangzhou,re. temperature,adaptation,3
HZ_20190827_01_03_02,1,18,7,5,Hangzhou,air pollution,pollution,3
HZ_20190827_01_03_03,0,20,6,3,Hangzhou,hot,temperature,2
HZ_20190827_01_03_04,0,24,7,6,Hangzhou,air pollution,pollution,3
HZ_20190828_01_03_05,1,27,7,3,Hangzhou,hurricane,disaster,2
HZ_20190828_01_03_06,1,32,4,4,Hangzhou,hurricane,disaster,3
HZ_20190828_01_03_07,1,61,8,4,Hangzhou,hot,temperature,1
HZ_20190828_01_03_08,1,48,8,4,Hangzhou,hot,temperature,1
HZ_20190828_01_03_09,1,36,8,5,Hangzhou,bad weather,weather,2
HZ_20190828_01_03_10,1,38,4,4,Hangzhou,socio-economic impact,socioeconomic_impact,3
HZ_20190828_01_03_11,1,17,4,4,Hangzhou,bad weather,weather,1
HZ_20190828_01_03_12,0,41,3,3,Hangzhou,bad weather,weather,2
HZ_20190828_01_03_13,1,24,7,4,Hangzhou,hurricane,disaster,3
HZ-20190827-01-04-01,0,24,8,6,Hangzhou,season,weather,3
HZ-20190827-01-04-02,0,24,7,5,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-04-03,0,30,6,7,Hangzhou,hot,temperature,3
HZ-20190827-01-04-04,0,25,6,7,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-04-05,0,25,8,7,Hangzhou,global warming,scienific terms,1
HZ-20190827-01-04-06,1,35,4,4,Hangzhou,hot,temperature,2
HZ-20190828-01-04-07,1,32,7,7,Hangzhou,degradation,pollution,2
HZ-20190828-01-04-08,0,40,7,8,Hangzhou,air pollution,pollution,3
HZ-20190828-01-04-09,1,32,6,3,Hangzhou,hot,temperature,2
HZ-20190828-01-04-10,0,28,7,6,Hangzhou,hot,temperature,2
HZ-20190828-01-04-11,1,33,6,6,Hangzhou,disease,health,3
HZ-20190828-01-04-12,0,30,7,5,Hangzhou,hot,temperature,2
HZ-20190828-01-04-13,1,36,7,5,Hangzhou,sandstorms,disaster,3
HZ-20190828-01-04-14,0,34,7,6,Hangzhou,bad weather,weather,3
HZ-20190828-01-04-15,0,22,8,3,Hangzhou,bad weather,weather,3
HZ-20190828-01-04-16,1,22,4,7,Hangzhou,disease,health,3
HZ-20190828-01-04-17,0,23,8,6,Hangzhou,bad weather,weather,3
HZ-20190828-01-04-18,0,36,5,8,Hangzhou,degradation,pollution,3
HZ-20190828-01-04-19,1,24,7,4,Hangzhou,El Nino/ozone hole,scienific terms,3
HZ-20190828-01-04-20,0,30,6,6,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-05-01,0,31,6,4,Hangzhou,global warming,scienific terms,3
HZ-20190827-01-05-02,1,24,7,6,Hangzhou,hurricane,disaster,2
HZ-20190827-01-05-03,0,23,7,6,Hangzhou,air pollution,pollution,3
HZ-20190827-01-05-04,0,23,7,4,Hangzhou,hurricane,disaster,2
HZ-20190827-01-05-05,0,35,6,4,Hangzhou,hot,temperature,3
HZ-20190827-01-05-06,0,30,7,1,Hangzhou,El Nino/ozone hole,scienific terms,2
HZ-20190827-01-05-07,1,40,8,5,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-08,0,24,7,1,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-09,0,24,7,1,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-10,0,28,7,5,Hangzhou,hot,temperature,3
HZ-20190828-01-05-11,0,28,7,7,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-12,1,45,8,7,Hangzhou,air pollution,pollution,1
HZ-20190828-01-05-13,0,38,7,3,Hangzhou,bad weather,weather,1
HZ-20190828-01-05-14,0,27,7,5,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-15,0,40,7,5,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-16,0,11,2,4,Hangzhou,air pollution,pollution,1
HZ-20190828-01-05-17,0,23,7,1,Hangzhou,global warming,scienific terms,3
HZ-20190828-01-05-18,0,23,7,5,Hangzhou,melting ice,disaster,2
HZ-20190828-01-05-19,0,24,7,8,Hangzhou,bad weather,weather,3
HZ-20190828-01-05-20,0,31,7,4,Hangzhou,air pollution,pollution,3
HZ_2019028__02__06_01,1,17,4,6,Hangzhou,global warming,scienific terms,3
HZ_2019028__02__06_02,0,32,7,7,Hangzhou,physical discomfort,health,2
HZ_2019028__02__06_03,0,18,4,4,Hangzhou,hot,temperature,2
HZ_2019028__02__06_04,0,34,7,3,Hangzhou,bad weather,weather,3
HZ_2019028__02__06_05,1,22,7,6,Hangzhou,global warming,scienific terms,1
HZ_2019028__02__06_06,1,14,3,6,Hangzhou,hot,temperature,2
HZ_2019028__02__06_07,0,66,3,3,Hangzhou,hot,temperature,3
HZ_2019028__02__06_09,1,24,7,3,Hangzhou,GHG/CO2 emission,cause,3
HZ_2019028__02__06_11,1,25,7,4,Hangzhou,hot,temperature,3
HZ_2019027__02__06_12,0,41,6,7,Hangzhou,hot,temperature,3
HZ_2019028__02__06_13,1,12,2,3,Hangzhou,hot,temperature,3
HZ_2019027__02__06_14,1,51,7,8,Hangzhou,hot,temperature,2
HZ_2019028__02__06_15,0,23,6,4,Hangzhou,capricious,temperature,3
HZ_2019028__02__06_16,1,10,2,4,Hangzhou,global warming,scienific terms,3
HZ_2019028__02__06_17,0,21,7,7,Hangzhou,capricious,temperature,3
HZ_2019028__02__06_18,1,55,3,2,Hangzhou,hot,temperature,3
HZ_2019028__02__06_19,1,24,7,5,Hangzhou,bad weather,weather,3
HZ_2019028__02__06_20,1,30,7,4,Hangzhou,air pollution,pollution,2
HZ_2019028__02__06_21,0,32,7,4,Hangzhou,GHG/CO2 emission,cause,1
HZ_2019028__02__06_22,0,17,4,6,Hangzhou,hot,temperature,3
HZ_20190828__02__07_01,0,16,4,5,Hangzhou,capricious,temperature,1
HZ_20190828__02__07_04,0,44,7,3,Hangzhou,hot,temperature,2
HZ_20190828__02__07_06,0,19,4,4,Hangzhou,green house effect,scienific terms,2
HZ_20190828__02__07_07,0,20,7,4,Hangzhou,global warming,scienific terms,3
HZ_20190828__02__07_08,0,20,7,4,Hangzhou,global warming,scienific terms,3
HZ_20190828__02__07_09,0,17,4,5,Hangzhou,hot,temperature,2
HZ_20190828__02__07_10,0,18,4,4,Hangzhou,capricious,temperature,3
HZ_20190828__02__07_11,0,16,4,5,Hangzhou,global warming,scienific terms,2
HZ_20190828__02__07_12,0,17,4,4,Hangzhou,global warming,scienific terms,1
HZ_20190828__02__07_13,1,32,7,3,Hangzhou,GHG/CO2 emission,cause,1
HZ_20190827__02__07_14,1,31,6,8,Hangzhou,physical discomfort,health,2
HZ_20190827__02__07_17,0,23,7,4,Hangzhou,hot,temperature,3
HZ_20190827__02__07_18,0,24,7,4,Hangzhou,hot,temperature,3
HZ_20190827__02__07_21,0,22,7,4,Hangzhou,others,disaster,3
HZ_20190827__02__07_22,0,21,7,4,Hangzhou,global warming,scienific terms,3
HZ_20190827__02__07_23,0,29,8,7,Hangzhou,hot,temperature,3
HZ-20190827-02-08-01,0,25,7,3,Hangzhou,global warming,scienific terms,3
HZ-20190827-02-08-02,1,55,4,5,Hangzhou,anomaly,temperature,3
HZ-20190828-02-08-03,1,18,4,4,Hangzhou,hurricane,disaster,3
HZ-20190828-02-08-04,0,30,8,5,Hangzhou,green house effect,scienific terms,3
HZ-20190828-02-08-05,1,60,7,5,Hangzhou,GHG/CO2 emission,cause,2
HZ-20190828-02-08-06,1,17,4,5,Hangzhou,hot,temperature,3
HZ-20190828-02-08-07,1,16,4,4,Hangzhou,reduce emission,mitigation,2
HZ-20190828-02-08-08,0,40,6,5,Hangzhou,hot,temperature,1
HZ-20190828-02-08-09,0,36,6,4,Hangzhou,green house effect,scienific terms,3
HZ-20190828-02-08-10,0,19,6,5,Hangzhou,hot,temperature,1
HZ-20190828-02-08-11,1,20,7,7,Hangzhou,hot,temperature,3
HZ_20190827_02_09_01,1,18,4,7,Hangzhou,season,weather,3
HZ_20190827_02_09_02,1,27,6,3,Hangzhou,global warming,scienific terms,3
HZ_20190827_02_09_03,0,52,7,4,Hangzhou,season,weather,3
HZ_20190827_02_09_04,0,18,7,8,Hangzhou,rising sea,disaster,3
HZ_20190827_02_09_05,1,35,8,5,Hangzhou,El Nino/ozone hole,scienific terms,0
HZ_20190828_02_09_06,1,83,7,4,Hangzhou,global warming,scienific terms,3
HZ_20190828_02_09_07,1,19,4,4,Hangzhou,hot,temperature,3
HZ_20190828_02_09_08,0,19,4,4,Hangzhou,air pollution,pollution,3
HZ_20190828_02_09_09,0,28,8,4,Hangzhou,hot,temperature,3
HZ_20190828_02_09_10,1,15,4,5,Hangzhou,hurricane,disaster,3
HZ_20190828_02_09_11,1,71,7,5,Hangzhou,El Nino/ozone hole,scienific terms,3
HZ_20190828_02_09_12,0,39,6,4,Hangzhou,hot,temperature,1
HZ_20190828_02_09_13,0,50,3,5,Hangzhou,hot,temperature,2
HZ_20190828_02_09_14,0,40,7,4,Hangzhou,air pollution,pollution,2
HZ20190827031001,1,20,7,5,Hangzhou,global warming,scienific terms,2
HZ20190827031003,1,23,6,2,Hangzhou,air pollution,pollution,2
HZ20190827031004,0,25,3,3,Hangzhou,nice weather,weather,3
HZ20190827031005,1,26,7,5,Hangzhou,hot,temperature,2
HZ20190827031006,0,28,8,6,Hangzhou,nice weather,weather,2
HZ20190827031007,1,22,6,4,Hangzhou,cold,temperature,3
HZ20190827031008,1,22,7,4,Hangzhou,global warming,scienific terms,2
HZ20190827031009,1,18,6,6,Hangzhou,bad weather,weather,1
HZ20190827031010,0,24,6,3,Hangzhou,unhapiness,health,3
HZ20190827031011,0,30,8,4,Hangzhou,air pollution,pollution,3
HZ20190827031012,0,40,6,2,Hangzhou,hot,temperature,2
HZ20190827031013,1,15,4,5,Hangzhou,global warming,scienific terms,2
HZ20190827031014,1,16,4,5,Hangzhou,hot,temperature,3
HZ20190827031015,1,38,7,8,Hangzhou,global warming,scienific terms,3
HZ20190827031016,1,22,7,4,Hangzhou,global warming,scienific terms,3
HZ20190827031017,1,23,7,4,Hangzhou,air pollution,pollution,2
HZ20190827031018,1,18,7,6,Hangzhou,hot,temperature,3
HZ20190827031019,0,48,7,4,Hangzhou,hot,temperature,2
HZ20190827031020,0,24,6,4,Hangzhou,hot,temperature,3
HZ_20190827_03_11_01,0,30,7,6,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_02,0,28,7,5,Hangzhou,capricious,temperature,3
HZ_20190827_03_11_03,1,30,8,5,Hangzhou,hurricane,disaster,3
HZ_20190827_03_11_04,1,28,8,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_05,1,20,7,5,Hangzhou,El Nino/ozone hole,scienific terms,3
HZ_20190827_03_11_06,1,46,7,6,Hangzhou,green house effect,scienific terms,2
HZ_20190827_03_11_07,1,28,5,4,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_08,0,25,7,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_09,0,28,8,4,Hangzhou,bad weather,weather,1
HZ_20190827_03_11_10,1,20,7,6,Hangzhou,air pollution,pollution,1
HZ_20190827_03_11_11,1,38,5,4,Hangzhou,hurricane,disaster,1
HZ_20190827_03_11_12,1,55,4,3,Hangzhou,bad weather,weather,3
HZ_20190827_03_11_13,0,18,4,5,Hangzhou,hot,temperature,3
HZ_20190827_03_11_14,1,36,5,4,Hangzhou,hot,temperature,3
HZ_20190827_03_11_15,0,25,7,5,Hangzhou,green house effect,scienific terms,3
HZ_20190827_03_11_16,0,32,6,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_17,1,29,7,4,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_11_18,0,26,7,4,Hangzhou,hurricane,disaster,3
HZ_20190827_03_11_19,0,30,8,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_12_01,0,28,7,4,Hangzhou,anomaly,temperature,3
HZ_20190827_03_12_02,0,30,7,4,Hangzhou,sandstorms,disaster,3
HZ_20190827_03_12_05,0,32,7,5,Hangzhou,melting ice,disaster,3
HZ_20190827_03_12_07,1,25,7,4,Hangzhou,capricious,temperature,3
HZ_20190827_03_12_08,0,36,6,5,Hangzhou,air pollution,pollution,3
HZ_20190827_03_12_09,0,37,7,3,Hangzhou,hot,temperature,3
HZ_20190827_03_12_10,0,16,4,7,Hangzhou,hurricane,disaster,3
HZ_20190827_03_12_11,1,21,7,3,Hangzhou,urbanization/economy,cause,3
HZ_20190827_03_12_12,1,42,4,4,Hangzhou,air pollution,pollution,3
HZ_20190827_03_12_13,1,41,2,4,Hangzhou,air pollution,pollution,3
HZ_20190827_03_12_14,1,15,3,2,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_12_17,1,19,4,5,Hangzhou,nice weather,weather,3
HZ_20190827_03_12_18,1,33,3,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_12_20,1,18,4,5,Hangzhou,hot,temperature,2
HZ_20190827_03_12_21,1,37,7,5,Hangzhou,global warming,scienific terms,3
HZ_20190827_03_12_22,1,46,5,5,Hangzhou,green house effect,scienific terms,3
HZ_20190827_03_12_23,1,41,4,6,Hangzhou,hot,temperature,3
HZ_20190827-03-13-01,1,26,7,4,Hangzhou,air pollution,pollution,3
HZ_20190827-03-13-02,1,19,7,4,Hangzhou,rising sea,disaster,3
HZ_20190827-03-13-03,1,20,7,5,Hangzhou,season,weather,3
HZ_20190827-03-13-04,0,19,7,5,Hangzhou,melting ice,disaster,3
HZ_20190828-03-13-05,1,18,7,6,Hangzhou,other pollution,pollution,3
HZ_20190828-03-13-06,1,26,8,4,Hangzhou,bad weather,weather,2
HZ_20190828-03-13-07,0,19,7,4,Hangzhou,green house effect,scienific terms,3
LD_190321_1230_NO1_01_G1,1,40,3,2,Longde,global warming,scienific terms,3
LD_190321_1745_NO1_02_G2,0,28,7,3,Longde,nice weather,weather,1
LD_190321_1930_NO1_03_G3,1,41,3,3,Longde,capricious,temperature,3
LD_190322_1230_NO1_04_G4,0,39,3,1,Longde,global warming,scienific terms,3
LD_190322_1745_NO1_05_G5,1,14,3,2,Longde,bad weather,weather,3
LD_190322_1930_NO1_06_G6,1,41,7,4,Longde,green house effect,scienific terms,3
LD_190323_0730_NO1_07_G7,0,44,4,3,Longde,degradation,pollution,3
LD_190323_0900_NO1_08_G1,0,46,4,3,Longde,capricious,temperature,3
LD_190323_1030_NO1_09_G2,0,36,2,6,Longde,air pollution,pollution,3
LD_190323_1230_NO1_10_G3,0,38,3,3,Longde,bad weather,weather,3
LD_190323_1400_NO1_11_G4,0,41,7,3,Longde,air pollution,pollution,3
LD_190323_1530_NO1_12_G5,0,40,7,3,Longde,air pollution,pollution,3
LD_190323_1800_NO1_13_G6,0,38,3,3,Longde,hail,disaster,3
LD_190323_1930_NO1_14_G7,1,48,4,3,Longde,air pollution,pollution,3
LD_190324_0730_NO1_15_G1,1,18,4,4,Longde,protect environment,mitigation,3
LD_190324_0900_NO1_16_G2,0,44,4,2,Longde,others,disaster,2
LD_190324_1030_NO1_17_G3,1,41,7,4,Longde,anomaly,temperature,3
LD_190324_1230_NO1_18_G4,1,40,7,3,Longde,hot,temperature,3
LD_190324_1530_NO1_20_G6,1,42,7,4,Longde,global warming,scienific terms,3
LD_190324_1800_NO1_21_G7,0,36,5,3,Longde,hot,temperature,3
LD_190325_1230_NO1_22_G1,0,36,7,4,Longde,cold,temperature,3
LD_190325_1745_NO1_23_G2,0,37,4,3,Longde,hot,temperature,3
LD_190326_1745_NO1_24_G3,1,36,7,4,Longde,nice weather,weather,3
LD_190326_1930_NO1_25_G4,1,45,3,2,Longde,hot,temperature,3
LD_190327_1930_NO1_26_G5,0,40,3,3,Longde,anomaly,temperature,3
LD_190328_1230_NO1_27_G6,0,14,3,3,Longde,re. weather change,adaptation,3
LD_190328_1930_NO1_28_G7,0,42,2,3,Longde,cold,temperature,1
LD_190329_1230_NO1_29_G1,1,45,7,4,Longde,cold,temperature,1
LD_190329_1745_NO1_30_G2,0,43,6,4,Longde,bad weather,weather,2
LD_190329_1930_NO1_31_G3,0,43,7,4,Longde,global warming,scienific terms,3
LD_190330_0730_NO1_32_G4,1,45,3,3,Longde,re. temperature,adaptation,3
LD_190330_1230_NO1_33_G5,1,51,4,3,Longde,bad weather,weather,3
LD_190330_1400_NO1_34_G6,0,36,3,2,Longde,air pollution,pollution,3
LD_190330_1800_NO1_35_G7,1,42,2,3,Longde,drought,disaster,3
LD_190331_0730_NO1_36_G1,1,18,4,3,Longde,drought,disaster,1
LD_190331_0900_NO1_37_G2,1,37,2,1,Longde,drought,disaster,3
LD_190331_1030_NO1_38_G3,0,44,4,2,Longde,air pollution,pollution,3
LD_190331_1530_NO1_40_G5,0,35,3,3,Longde,sandstorms,disaster,2
LD_190331_1800_NO1_41_G6,1,24,6,3,Longde,proverb,weather,1
LD_190401_1230_NO1_42_G7,1,36,3,4,Longde,hot,temperature,3
LD_190321_1230_NO2_01_G1,1,38,7,4,Longde,world endings,disaster,3
LD_190321_1745_NO2_02_G2,0,35,2,2,Longde,bad weather,weather,3
LD_190321_1230_NO2_03_G3,0,37,3,3,Longde,bad weather,weather,3
LD_190322_1745_NO2_04_G4,1,15,3,1,Longde,capricious,temperature,3
LD_190322_1930_NO2_05_G5,1,36,3,3,Longde,air pollution,pollution,3
LD_190323_0730_NO2_06_G6,0,42,4,3,Longde,bad weather,weather,3
LD_190323_0900_NO2_07_G7,1,48,4,7,Longde,anomaly,temperature,3
LD_190323_1030_NO2_08_G1,0,13,3,3,Longde,air pollution,pollution,2
LD_190323_1230_NO2_09_G2,1,39,7,4,Longde,air pollution,pollution,3
LD_190323_1400_NO2_10_G3,1,41,7,4,Longde,melting ice,disaster,3
LD_190323_1530_NO2_11_G4,0,45,4,3,Longde,bad weather,weather,3
LD_190323_1800_NO2_12_G5,0,40,7,4,Longde,bad weather,weather,2
LD_190323_1930_NO2_13_G6,0,44,5,3,Longde,air pollution,pollution,3
LD_190324_0730_NO2_14_G7,1,18,4,2,Longde,global warming,scienific terms,3
LD_190324_0900_NO2_15_G1,1,43,3,3,Longde,air pollution,pollution,3
LD_190324_1030_NO2_16_G2,0,40,7,4,Longde,nice weather,weather,2
LD_190324_1230_NO2_17_G3,0,44,4,3,Longde,other pollution,pollution,3
LD_190324_1400_NO2_18_G4,1,15,3,3,Longde,hurricane,disaster,3
LD_190324_1530_NO2_19_G5,0,42,7,4,Longde,disease,health,3
LD_190325_1230_NO2_20_G6,1,43,4,2,Longde,others,adaptation,2
LD_190325_1745_NO2_21_G7,0,43,3,3,Longde,proverb,weather,3
LD_190326_1230_NO2_22_G1,0,38,2,2,Longde,hot,temperature,3
LD_190326_1745_NO2_23_G2,1,55,6,4,Longde,unhapiness,health,3
LD_190326_1930_NO2_24_G3,0,44,3,2,Longde,bad weather,weather,2
LD_190327_1745_NO2_25_G4,0,42,7,4,Longde,nice weather,weather,3
LD_190327_1930_NO2_26_G5,1,49,4,3,Longde,air pollution,pollution,3
LD_190328_1230_NO2_27_G6,1,49,7,4,Longde,hot,temperature,2
LD_190328_1745_NO2_28_G7,0,36,7,4,Longde,sandstorms,disaster,0
LD_190328_1930_NO2_29_G1,0,38,2,3,Longde,cold,temperature,3
LD_190329_1230_NO2_30_G2,0,44,7,4,Longde,bad weather,weather,3
LD_190329_1745_NO2_31_G3,0,36,6,3,Longde,sandstorms,disaster,3
LD_190329_1930_NO2_32_G4,1,45,4,3,Longde,nice weather,weather,3
LD_190330_0900_NO2_33_G5,1,18,4,2,Longde,air pollution,pollution,3
LD_190330_1230_NO2_34_G6,1,50,4,3,Longde,melting ice,disaster,3
LD_190330_1530_NO2_35_G7,0,40,3,3,Longde,global warming,scienific terms,3
LD_190330_1930_NO2_36_G1,0,39,3,3,Longde,unhapiness,health,2
LD_190331_1030_NO2_37_G2,1,18,4,3,Longde,green house effect,scienific terms,3
LD_190331_1400_NO2_38_G3,0,38,3,2,Longde,anomaly,temperature,3
LD_190401_1230_NO2_39_G4,1,32,6,4,Longde,sandstorms,disaster,3
LD_190401_1745_NO2_40_G5,0,23,6,2,Longde,bad weather,weather,3
LD_190401_1930_NO2_41_G6,1,45,2,2,Longde,bad weather,weather,3
LD_190402_1230_NO2_42_G7,1,37,3,3,Longde,proverb,weather,1
LD_190402_1745_NO2_43_G1,0,40,3,3,Longde,season,weather,3
LD_190402_1930_NO2_44_G2,1,54,4,3,Longde,season,weather,3
LD_190403_1230_NO2_45_G3,1,40,3,3,Longde,nice weather,weather,1
LD_190403_1900_NO2_46_G4,1,39,3,3,Longde,hot,temperature,3
LD_190404_1230_NO2_47_G5,1,35,3,2,Longde,nice weather,weather,3
LD_190404_1745_NO2_48_G6,1,32,3,2,Longde,nice weather,weather,3
LD_190404_1930_NO2_49_G7,1,53,7,3,Longde,sandstorms,disaster,3
LD_190405_0900_NO2_50_G1,1,42,3,3,Longde,drought,disaster,3
LD_190405_1530_NO2_51_G2,0,25,7,3,Longde,sandstorms,disaster,3
LD_190406_1030_NO2_52_G3,1,48,4,2,Longde,hot,temperature,3
LD_190407_0900_NO2_53_G4,1,44,5,4,Longde,global warming,scienific terms,3
LD_190407_1030_NO2_54_G5,1,36,4,4,Longde,bad weather,weather,3
LD_190407_1800_NO2_55_G6,1,48,3,3,Longde,hot,temperature,3
LD_190408_1030_NO2_56_G7,1,34,7,3,Longde,capricious,temperature,3
LD_190402_1745_NO3_40_G5,0,35,3,3,Longde,bad weather,weather,2
LD_190321_1745_NO3_02_G2,0,35,7,3,Longde,global warming,scienific terms,3
LD_190321_1930_NO3_03_G3,1,49,4,3,Longde,global warming,scienific terms,3
LD_190322_1230_NO3_04_G4,0,41,6,3,Longde,sandstorms,disaster,3
LD_190322_1745_NO3_05_G5,0,50,3,3,Longde,hot,temperature,3
LD_190322_1930_NO3_06_G6,1,42,3,3,Longde,hot,temperature,3
LD_190323_0730_NO3_07_G7,0,43,3,2,Longde,others,adaptation,3
LD_190323_0900_NO3_08_G1,0,13,3,2,Longde,air pollution,pollution,2
LD_190323_1230_NO3_09_G2,1,39,6,7,Longde,global warming,scienific terms,1
LD_190323_1400_NO3_10_G3,0,45,7,4,Longde,green house effect,scienific terms,3
